eventID,occurrenceID,basisOfRecord,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,scientificName,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,recordedBy,type,ownerInstitutionCode
N1Stream,,kicksampling,4,4,,present,,Animalia,Arthropoda,Insecta,ephemeroptera,baetidae,,,,,,,
N1Stream,,kicksampling,3,3,,present,,Animalia,Arthropoda,Insecta,plecoptera,,,,,,,,
N1Stream,,kicksampling,1,1,,present,,Animalia,Arthropoda,Insecta,diptera,simuliidae,,,,,,,
N1Stream,,kicksampling,1,1,,present,,Animalia,Arthropoda,Insecta,trichoptera,philopotamidae,,,,,,,
N1Stream,,kicksampling,1,1,,present,,Animalia,Arthropoda,Insecta,ephemeroptera,heptageniidae (synonym: ecdyonuridae),,,,,,,
N2Stream,,kicksampling,3,3,,present,,Animalia,Arthropoda,Insecta,ephemeroptera,baetidae,,,,,,,
N2Stream,,kicksampling,4,4,,present,,Animalia,Arthropoda,Insecta,plecoptera,,,,,,,,
N2Stream,,kicksampling,1,1,,present,,Animalia,Arthropoda,Insecta,diptera,dixidae,,,,,,,
N3Stream,,kicksampling,3,3,,present,,Animalia,Arthropoda,Insecta,ephemeroptera,baetidae,,,,,,,
N3Stream,,kicksampling,4,4,,present,,Animalia,Arthropoda,Insecta,plecoptera,,,,,,,,
N3Stream,,kicksampling,3,3,,present,,Animalia,Arthropoda,Insecta,diptera,simuliidae,,,,,,,
N3Stream,,kicksampling,1,1,,present,,Animalia,Arthropoda,Insecta,coleoptera,,,,,,,,
N4Stream,,kicksampling,4,4,,present,,Animalia,Arthropoda,Insecta,ephemeroptera,baetidae,,,,,,,
N4Stream,,kicksampling,2,2,,present,,Animalia,Arthropoda,Insecta,plecoptera,,,,,,,,
N4Stream,,kicksampling,3,3,,present,,Animalia,Arthropoda,Insecta,diptera,simuliidae,,,,,,,
N4Stream,,kicksampling,1,1,,present,,Animalia,Arthropoda,Insecta,trichoptera,philopotamidae,,,,,,,
N4Stream,,kicksampling,1,1,,present,,Animalia,Nematomorpha,Gordioida,gordioidea,,,,,,,,
N4Stream,,kicksampling,1,1,,present,,Animalia,Arthropoda,Insecta,trichoptera,leptoceridae,,,,,,,
N4Stream,,kicksampling,1,1,,present,,Animalia,Arthropoda,Insecta,diptera,dixidae,,,,,,,
N5Stream,,kicksampling,3,3,,present,,Animalia,Arthropoda,Insecta,ephemeroptera,baetidae,,,,,,,
N5Stream,,kicksampling,3,3,,present,,Animalia,Arthropoda,Insecta,plecoptera,,,,,,,,
N5Stream,,kicksampling,1,1,,present,,Animalia,Arthropoda,Insecta,diptera,simuliidae,,,,,,,
N5Stream,,kicksampling,1,1,,present,,Animalia,Arthropoda,Insecta,trichoptera,philopotamidae,,,,,,,
N5Stream,,kicksampling,1,1,,present,,Animalia,Arthropoda,Insecta,ephemeroptera,heptageniidae (synonym: ecdyonuridae),,,,,,,
S1Marsh,,kicksampling,1,1,,present,,Animalia,Arthropoda,Insetca,diptera,,,,,,Kayleigh & Jess,,
S1Marsh,,kicksampling,1,1,,present,,Animalia,Arthropoda,Insetca,odonata,,,,,,Kayleigh & Jess,,
S1Stream,,kicksampling,1,1,,present,,Animalia,Arthropoda,Insetca,Coleoptera,,,,,,Kayleigh & Jess,,
S1Stream,,kicksampling,5,5,,present,,Animalia,Annelida,Clitellata,oligochaete,,,,,,Kayleigh & Jess,,
S1Stream,,rockrubbing,1,1,,present,,Animalia,Arthropoda,Insetca,coleoptera,,,,,,Kayleigh & Jess,,
S2Marsh,,kicksampling,1,1,,present,,Animalia,Arthropoda,Insetca,trichoptera,,,,,,Kayleigh & Jess,,
S2Marsh,,kicksampling,1,1,,present,,Animalia,Arthropoda,Insetca,odonata,,,,,,Kayleigh & Jess,,
S2Stream,,kicksampling,1,1,,present,,Animalia,Arthropoda,Insetca,colepotera,hydrophilidae,,,,,Kayleigh & Jess,,
S2Stream,,kicksampling,1,1,,present,,Animalia,Arthropoda,Insetca,plecoptera,capniidae,,,,,Kayleigh & Jess,,
S3Marsh,,kicksampling,3,3,,present,,Animalia,Arthropoda,Insetca,odonata,,,,,,Kayleigh & Jess,,
S3Marsh,,kicksampling,2,2,,present,,Animalia,Arthropoda,Insetca,ephemeroptera,,,,,,Kayleigh & Jess,,
S3Stream,,kicksampling,1,1,,present,,Animalia,Arthropoda,Insetca,diptera,,,,,,Kayleigh & Jess,,
S4Marsh,,kicksampling,1,1,,present,,Animalia,Arthropoda,Insetca,diptera,,,,,,Kayleigh & Jess,,
S4Marsh,,kicksampling,1,1,,present,,Animalia,Arthropoda,Insetca,coleoptera,,,,,,Kayleigh & Jess,,
S4Marsh,,kicksampling,2,2,,present,,Animalia,Annelida,Clitelatta,oligochaete,,,,,,Kayleigh & Jess,,
S4Marsh,,kicksampling,1,1,,present,,Animalia,Arthropoda,Insecta,ephemeroptera,,,,,,Kayleigh & Jess,,
S4Stream ,,kicksampling,1,1,,present,,Animalia,Annelida,Clitellata,oligochaete,,,,,,Kayleigh & Jess,,
S4Stream ,,kicksampling,1,1,,present,,Animalia,Arthropoda,Insetca,plecoptera,capniidae,,,,,Kayleigh & Jess,,
S5Marsh,,kicksampling,1,1,,present,,Animalia,Annelida,Clitellata,oligochaete,,,,,,Kayleigh & Jess,,
S5Marsh,,kicksampling,1,1,,present,,Animalia,Arthropoda,Insecta,odonata,,,,,,Kayleigh & Jess,,
S5Marsh,,kicksampling,3,3,,present,,Animalia,Arthropoda,Insecta,coleoptera,,,,,,Kayleigh & Jess,,
S5Stream,,kicksampling,4,4,,present,,Animalia,Arthropoda,Insetca,diptera,,,,,,Kayleigh & Jess,,
S5Stream,,rockrubbing,1,1,,present,,Animalia,Arthropoda,Insetca,trichoptera,,,,,,Kayleigh & Jess,,
S5Stream,,kicksampling,1,1,,present,,Animalia,Arthropoda,Insetca,coleoptera,,,,,,Kayleigh & Jess,,
S5Stream,,rockrubbing,1,1,,present,,Animalia,Arthropoda,Insetca,plecoptera,capniidae,,,,,Kayleigh & Jess,,
S6Marsh,,kicksampling,1,1,,present,,Animalia,Arthropoda,Insecta,odonata,,,,,,Kayleigh & Jess,,